False,Országgyűlés,"{'PER', 'MISC', 'ORG'}",{'ORG'}
True,Szűcs Lajos,{'PER'},{'PER'}
True,Hiszékeny Dezső,{'PER'},{'PER'}
True,Fidesz,{'ORG'},{'ORG'}
True,Ungár Péter,{'PER'},{'PER'}
True,LMP,{'ORG'},{'ORG'}
False,Magyarország,"{'LOC', 'ORG'}",{'LOC'}
True,Magyarországon,{'LOC'},{'LOC'}
True,Thomas Piketty,{'PER'},{'PER'}
True,Európai Uniótól,{'ORG'},{'ORG'}
True,Európai Unió,{'ORG'},{'ORG'}
True,Európai Uniót,{'ORG'},{'ORG'}
False,Egyesült Államokkal,{'ORG'},{'LOC'}
True,Audinak,{'ORG'},{'ORG'}
True,Rétvári Bence,{'PER'},{'PER'}
True,Audi,{'ORG'},{'ORG'}
False,Magyarországnak,{'ORG'},{'LOC'}
False,Háznak,"{'PER', 'ORG'}",{'ORG'}
True,Bundestagnak,{'ORG'},{'ORG'}
True,Fónagy János,{'PER'},{'PER'}
True,Miniszterelnöki Kabinetiroda,{'ORG'},{'ORG'}
False,Ház,"{'PER', 'LOC', 'ORG'}",{'ORG'}
True,Kunhalmi Ágnes,{'PER'},{'PER'}
True,EU,{'ORG'},{'ORG'}
False,Párbeszéd,"{'MISC', 'ORG'}",{'ORG'}
True,Budapest,{'LOC'},{'LOC'}
True,Karácsony Gergely,{'PER'},{'PER'}
True,Novák Katalin,{'PER'},{'PER'}
True,Európai Parlament,{'ORG'},{'ORG'}
True,Ausztriában,{'LOC'},{'LOC'}
True,Vitályos Eszter,{'PER'},{'PER'}
True,Kulturális és Innovációs Minisztérium,{'ORG'},{'ORG'}
False,Unióban,"{'LOC', 'ORG'}",{'ORG'}
True,GDP,{'MISC'},{'MISC'}
True,Dócs Dávid,{'PER'},{'PER'}
False,Mi Hazánk,"{'LOC', 'MISC', 'ORG'}","{'PER', 'ORG'}"
False,Belügyminiszter Úr,{'PER'},{'ORG'}
True,Mi Hazánk Mozgalom,{'ORG'},{'ORG'}
True,Magyar Gárda,{'ORG'},{'ORG'}
True,MSZP,{'ORG'},{'ORG'}
True,Komjáthi Imre,{'PER'},{'PER'}
True,Orbán Viktor,{'PER'},{'PER'}
True,Orbán Győző,{'PER'},{'PER'}
True,Dömötör Csaba,{'PER'},{'PER'}
False,Momentum,"{'PER', 'MISC', 'ORG'}",{'ORG'}
True,Hajnal Miklósnak,{'PER'},{'PER'}
True,Miniszterelnökség,{'ORG'},{'ORG'}
False,János Kórház,"{'LOC', 'ORG'}",{'ORG'}
True,DK,{'ORG'},{'ORG'}
True,Fürjes Balázs,{'PER'},{'PER'}
True,Szabó Szabolcs,{'PER'},{'PER'}
True,Fővárosi Közgyűlésbe,{'ORG'},{'ORG'}
True,Arató Gergely,{'PER'},{'PER'}
True,Fővárosi Közgyűlés,{'ORG'},{'ORG'}
True,Budapesten,{'LOC'},{'LOC'}
True,Budapestre,{'LOC'},{'LOC'}
True,Pokorni Zoltán,{'PER'},{'PER'}
True,Karácsony Gergelyhez,{'PER'},{'PER'}
True,Lukács László György,{'PER'},{'PER'}
False,Európa,"{'LOC', 'ORG'}",{'LOC'}
True,Tállai András,{'PER'},{'PER'}
True,Horvátország,{'LOC'},{'LOC'}
False,Szlovénia,{'ORG'},{'LOC'}
True,Közép-Európa,{'LOC'},{'LOC'}
True,Lengyelországban,{'LOC'},{'LOC'}
True,Németországban,{'LOC'},{'LOC'}
True,Amerikában,{'LOC'},{'LOC'}
True,Magyar Szocialista Párt,{'ORG'},{'ORG'}
True,Országgyűlésnek,{'ORG'},{'ORG'}
True,Magyarországra,{'LOC'},{'LOC'}
False,Magyarországgal,{'ORG'},{'LOC'}
True,KDNP,{'ORG'},{'ORG'}
True,Hollik Istvánnak,{'PER'},{'PER'}
True,Európában,{'LOC'},{'LOC'}
True,Brüsszelben,{'LOC'},{'LOC'}
True,Frans Timmermans,{'PER'},{'PER'}
True,Európai Bizottság,{'ORG'},{'ORG'}
True,Honvédelmi Alap,{'ORG'},{'ORG'}
True,Európai Unióra,{'ORG'},{'ORG'}
False,Európai Unióban,"{'LOC', 'ORG'}",{'ORG'}
False,Litvánia,{'ORG'},{'LOC'}
False,Csehország,{'ORG'},{'LOC'}
False,Európának,{'ORG'},{'LOC'}
False,Magyarországot,"{'LOC', 'ORG'}",{'LOC'}
True,Amerikai Egyesült Államokban,{'LOC'},{'LOC'}
True,OECD,{'ORG'},{'ORG'}
True,Google,{'ORG'},{'ORG'}
False,Amerikával,{'ORG'},{'LOC'}
False,Kínával,{'ORG'},{'LOC'}
False,Amerika,{'ORG'},{'LOC'}
True,Tuzson Bence,{'PER'},{'PER'}
True,Keresztes László Lóránt,{'PER'},{'PER'}
True,Varju László,{'PER'},{'PER'}
True,Hegedüs Andrea,{'PER'},{'PER'}
True,Bencze János,{'PER'},{'PER'}
